text,emotion
I keep feeling frustrated whenever I remember the repeated mistake. It has stayed on my mind.,anger
"I have to admit, Right now I am really unexpectedly amazed.",surprise
"After thinking about it, I feel deeply heartbroken about the disappointing news. It has stayed on my mind.",sadness
"To be honest, Honestly, the sudden noise makes me feel terrified.",fear
"At this moment, The way I feel can only be described as miserable. It has stayed on my mind.",sadness
"I have to admit, I am enraged because of the broken promise. The feeling is difficult to ignore.",anger
"I have to admit, I keep feeling speechless whenever I remember the unbelievable result.",surprise
"After thinking about it, Today I feel warm; it is connected to our time together. That is my honest reaction.",love
"To be honest, Right now I am extremely startled. It has stayed on my mind.",surprise
"After thinking about it, I feel deeply thrilled about meeting my friends. That is my honest reaction.",joy
"At this moment, My mood is gloomy after losing the opportunity. It has stayed on my mind.",sadness
"To be honest, Thinking about the repeated mistake leaves me frustrated.",anger
"To be honest, It is hard to hide how pleased I feel about the wonderful celebration. The feeling is difficult to ignore.",joy
"I have to admit, Right now I am really warm. It has stayed on my mind.",love
"To be honest, I am stunned because of the shocking update. I can feel it strongly.",surprise
"Honestly, the surprise visitor makes me feel shocked. That is my honest reaction.",surprise
"After thinking about it, I keep feeling warm whenever I remember the person I care about. It has stayed on my mind.",love
"To be honest, Honestly, my closest friend makes me feel tender. It has stayed on my mind.",love
"To be honest, Honestly, the sudden gift makes me feel surprised. The feeling is difficult to ignore.",surprise
I am uneasy because of the risky journey.,fear
"I have to admit, It is hard to hide how pleased I feel about the wonderful celebration. I can feel it strongly.",joy
"At this moment, Right now I am very uneasy. It has stayed on my mind.",fear
"I have to admit, Thinking about the new opportunity leaves me grateful. I can feel it strongly.",joy
"I have to admit, Thinking about speaking in public leaves me terrified. That is my honest reaction.",fear
"After thinking about it, My mood is sorrowful after the difficult goodbye.",sadness
"To be honest, Honestly, my closest friend makes me feel adored. I can feel it strongly.",love
"At this moment, My mood is fond after the kindness I received. The feeling is difficult to ignore.",love
"Honestly, the person I care about makes me feel affectionate. That is my honest reaction.",love
"At this moment, Honestly, today's good news makes me feel pleased. I can feel it strongly.",joy
"At this moment, I feel truly resentful about the unnecessary delay.",anger
I feel completely sorrowful about a lonely evening. The feeling is difficult to ignore.,sadness
"I have to admit, Today I feel devoted; it is connected to my closest friend. The feeling is difficult to ignore.",love
"I have to admit, It is hard to hide how panicked I feel about the sudden noise. I can feel it strongly.",fear
"At this moment, I feel truly down about a lonely evening. That is my honest reaction.",sadness
I feel so romantic about my family. It has stayed on my mind.,love
My mood is resentful after the unfair decision. It has stayed on my mind.,anger
"Honestly, the risky journey makes me feel scared. The feeling is difficult to ignore.",fear
"To be honest, I keep feeling panicked whenever I remember speaking in public. It has stayed on my mind.",fear
"To be honest, The way I feel can only be described as frustrated.",anger
I am delighted because of the wonderful celebration. I can feel it strongly.,joy
"At this moment, Honestly, my family makes me feel tender.",love
"At this moment, I keep feeling angry whenever I remember being ignored. That is my honest reaction.",anger
It is hard to hide how fond I feel about the person I care about. That is my honest reaction.,love
"I have to admit, It is hard to hide how frightened I feel about the upcoming examination. I can feel it strongly.",fear
"At this moment, Today I feel tearful; it is connected to missing my friends.",sadness
"At this moment, I am angry because of the unfair decision. I can feel it strongly.",anger
"At this moment, I feel quite fond about our time together. I can feel it strongly.",love
"At this moment, Right now I am very surprised.",surprise
"After thinking about it, The way I feel can only be described as enraged. The feeling is difficult to ignore.",anger
"I have to admit, Today I feel mad; it is connected to the unfair decision. It has stayed on my mind.",anger
"At this moment, It is hard to hide how amazed I feel about the unbelievable result. I can feel it strongly.",surprise
"To be honest, I feel genuinely in disbelief about the unexpected announcement. The feeling is difficult to ignore.",surprise
"At this moment, The way I feel can only be described as uneasy. The feeling is difficult to ignore.",fear
Right now I am extremely lonely.,sadness
"To be honest, My mood is caring after a thoughtful message. The feeling is difficult to ignore.",love
"I have to admit, Thinking about my closest friend leaves me adored. I can feel it strongly.",love
Right now I am genuinely resentful.,anger
"I have to admit, It is hard to hide how affectionate I feel about our time together.",love
"I have to admit, I am lonely because of missing my friends. The feeling is difficult to ignore.",sadness
I am pleased because of finishing the project. I can feel it strongly.,joy
"To be honest, My mood is shocked after the sudden gift.",surprise
The way I feel can only be described as taken aback. It has stayed on my mind.,surprise
"At this moment, Honestly, the sudden gift makes me feel speechless. That is my honest reaction.",surprise
"I have to admit, I am fearful because of what might happen tomorrow. That is my honest reaction.",fear
It is hard to hide how frustrated I feel about the repeated mistake. The feeling is difficult to ignore.,anger
"After thinking about it, The way I feel can only be described as close. I can feel it strongly.",love
